"### รายการธุรกรรมทั้งหมด"
"ลำดับ","เวลา","ประเภท","จาก","ไป","จำนวน(บาท)","หมายเหตุ","Σกระเป๋า+กอง หลังรายการ","เบิกสุทธิ หลังรายการ","ส่วนต่าง (ตรวจสมการ)"
"17/8/2569 09:16:41","🃏 ตูน หมอบการ์ด"
"17/8/2569 09:16:51","🎲 ป๋องแป๋ง ตาม ฿80 · กองรวม ฿460"
"17/8/2569 09:17:29","🎲 อาร์ต ตาม ฿80 · กองรวม ฿540"
"17/8/2569 09:18:29","🃏 แนน หมอบการ์ด"
"17/8/2569 09:18:29","🔄 จบรอบลงเงินที่ 1 (฿240) — เปิดรอบลงเงินที่ 2 · กองสะสม ฿540 · เริ่มที่ อาร์ต"
"17/8/2569 09:19:36","⏭ อาร์ต ผ่าน (ลง 0)"
"17/8/2569 09:20:30","⏭ บอย ผ่าน (ลง 0)"
"17/8/2569 09:21:05","🎲 ป๋องแป๋ง ขึ้นเดิมพันเป็น ฿40 · กองรวม ฿580"
"17/8/2569 09:22:00","🎲 อาร์ต ขึ้นเดิมพันเป็น ฿80 · กองรวม ฿660"
"17/8/2569 09:23:14","🎲 บอย ตาม ฿80 · กองรวม ฿740"
"17/8/2569 09:23:39","🃏 ป๋องแป๋ง หมอบการ์ด"
"17/8/2569 09:23:39","🔄 จบรอบลงเงินที่ 2 (฿200) — เปิดรอบลงเงินที่ 3 · กองสะสม ฿740 · เริ่มที่ อาร์ต"
"17/8/2569 09:24:27","⏭ อาร์ต ผ่าน (ลง 0)"
"17/8/2569 09:25:15","⏭ บอย ผ่าน (ลง 0)"
"17/8/2569 09:25:15","🔄 จบรอบลงเงินที่ 3 (฿0) — เปิดรอบลงเงินที่ 4 · กองสะสม ฿740 · เริ่มที่ อาร์ต"
"17/8/2569 09:25:41","⏭ อาร์ต ผ่าน (ลง 0)"
"17/8/2569 09:26:09","⏭ บอย ผ่าน (ลง 0)"
"17/8/2569 09:26:09","🔒 ครบ 4 รอบลงเงินแล้ว — จบมือ — ปิดรับลงเงินอัตโนมัติ (กองรวม ฿740)"
"17/8/2569 09:26:39","🏆 จบรอบที่ 39 — บอย ฿370 · อาร์ต ฿370"
"17/8/2569 09:27:29","🟢 เปิดรอบที่ 40 — ลงกองกลางคนละ ฿60 · เริ่มที่ บอย"
"17/8/2569 09:28:26","🪙 อาร์ต ลงกองกลาง ฿60 · กองรวม ฿60"
"17/8/2569 09:29:04","🪙 แนน ลงกองกลาง ฿60 · กองรวม ฿120"
"17/8/2569 09:29:28","🪙 บอย ลงกองกลาง ฿60 · กองรวม ฿180"
"17/8/2569 09:30:25","🪙 ตูน ลงกองกลาง ฿60 · กองรวม ฿240"
"17/8/2569 09:31:10","🪙 ป๋องแป๋ง ลงกองกลาง ฿60 · กองรวม ฿300"
"17/8/2569 09:31:10","🎯 ลงกองกลางครบแล้ว (฿300) — เริ่มเดิมพันที่ บอย"
"17/8/2569 09:31:36","⏭ บอย ผ่าน (ลง 0)"
"17/8/2569 09:32:54","⏭ ตูน ผ่าน (ลง 0)"
"17/8/2569 09:33:16","⏭ ป๋องแป๋ง ผ่าน (ลง 0)"
"17/8/2569 09:33:32","⏭ อาร์ต ผ่าน (ลง 0)"
"17/8/2569 09:34:05","⏭ แนน ผ่าน (ลง 0)"
"17/8/2569 09:34:05","🔄 จบรอบลงเงินที่ 1 (฿0) — เปิดรอบลงเงินที่ 2 · กองสะสม ฿300 · เริ่มที่ บอย"
"17/8/2569 09:34:49","⏭ บอย ผ่าน (ลง 0)"
"17/8/2569 09:35:53","🎲 ตูน ขึ้นเดิมพันเป็น ฿80 · กองรวม ฿380"
"17/8/2569 09:37:07","🎲 ป๋องแป๋ง ขึ้นเดิมพันเป็น ฿140 · กองรวม ฿520"
"17/8/2569 09:38:22","🎲 อาร์ต ตาม ฿140 · กองรวม ฿660"
"17/8/2569 09:39:05","🃏 แนน หมอบการ์ด"
"17/8/2569 09:39:38","🎲 บอย ตาม ฿140 · กองรวม ฿800"
"17/8/2569 09:40:32","🎲 ตูน ตาม ฿140 (จ่ายเพิ่ม ฿60) · กองรวม ฿860"
"17/8/2569 09:40:32","🔄 จบรอบลงเงินที่ 2 (฿560) — เปิดรอบลงเงินที่ 3 · กองสะสม ฿860 · เริ่มที่ บอย"
"17/8/2569 09:41:29","🎲 บอย ขึ้นเดิมพันเป็น ฿60 · กองรวม ฿920"
"17/8/2569 09:42:32","🎲 ตูน ตาม ฿60 · กองรวม ฿980"
"17/8/2569 09:43:26","🎲 ป๋องแป๋ง ขึ้นเดิมพันเป็น ฿100 · กองรวม ฿1,080"
"17/8/2569 09:43:49","🎲 อาร์ต ตาม ฿100 · กองรวม ฿1,180"
"17/8/2569 09:44:31","🃏 บอย หมอบการ์ด"
"17/8/2569 09:45:01","🎲 ตูน ตาม ฿100 (จ่ายเพิ่ม ฿40) · กองรวม ฿1,220"
"17/8/2569 09:45:01","🔄 จบรอบลงเงินที่ 3 (฿360) — เปิดรอบลงเงินที่ 4 · กองสะสม ฿1,220 · เริ่มที่ อาร์ต"
"17/8/2569 09:46:19","🎲 อาร์ต ขึ้นเดิมพันเป็น ฿60 · กองรวม ฿1,280"
"17/8/2569 09:46:39","🎲 ตูน ตาม ฿60 · กองรวม ฿1,340"
"17/8/2569 09:46:49","🃏 ป๋องแป๋ง หมอบการ์ด"
"17/8/2569 09:46:49","🔒 ครบ 4 รอบลงเงินแล้ว — จบมือ — ปิดรับลงเงินอัตโนมัติ (กองรวม ฿1,340)"
"17/8/2569 09:47:18","🏆 จบรอบที่ 40 — ตูน ฿1,340"
"17/8/2569 09:48:28","🟢 เปิดรอบที่ 41 — ลงกองกลางคนละ ฿60 · เริ่มที่ ตูน"
"17/8/2569 09:49:18","🪙 อาร์ต ลงกองกลาง ฿60 · กองรวม ฿60"
"17/8/2569 09:49:28","🪙 แนน ลงกองกลาง ฿60 · กองรวม ฿120"
"17/8/2569 09:50:45","🪙 บอย ลงกองกลาง ฿60 · กองรวม ฿180"
"17/8/2569 09:50:59","🪙 ตูน ลงกองกลาง ฿60 · กองรวม ฿240"
"17/8/2569 09:51:53","🪙 ป๋องแป๋ง ลงกองกลาง ฿60 · กองรวม ฿300"
"17/8/2569 09:51:53","🎯 ลงกองกลางครบแล้ว (฿300) — เริ่มเดิมพันที่ ตูน"
"17/8/2569 09:53:04","🎲 ตูน ขึ้นเดิมพันเป็น ฿100 · กองรวม ฿400"
"17/8/2569 09:54:17","🎲 ป๋องแป๋ง ตาม ฿100 · กองรวม ฿500"
"17/8/2569 09:55:24","🃏 อาร์ต หมอบการ์ด"
"17/8/2569 09:55:38","🎲 แนน ขึ้นเดิมพันเป็น ฿200 · กองรวม ฿700"
"17/8/2569 09:55:53","🃏 บอย หมอบการ์ด"
"17/8/2569 09:56:54","🎲 ตูน ตาม ฿200 (จ่ายเพิ่ม ฿100) · กองรวม ฿800"
"17/8/2569 09:57:24","🎲 ป๋องแป๋ง ตาม ฿200 (จ่ายเพิ่ม ฿100) · กองรวม ฿900"
"17/8/2569 09:57:24","🔄 จบรอบลงเงินที่ 1 (฿600) — เปิดรอบลงเงินที่ 2 · กองสะสม ฿900 · เริ่มที่ ตูน"
"17/8/2569 09:57:46","⏭ ตูน ผ่าน (ลง 0)"
"17/8/2569 09:58:47","⏭ ป๋องแป๋ง ผ่าน (ลง 0)"
"17/8/2569 09:59:49","⏭ แนน ผ่าน (ลง 0)"
"17/8/2569 09:59:49","🔄 จบรอบลงเงินที่ 2 (฿0) — เปิดรอบลงเงินที่ 3 · กองสะสม ฿900 · เริ่มที่ ตูน"
"17/8/2569 10:00:18","⏭ ตูน ผ่าน (ลง 0)"
"17/8/2569 10:01:31","⏭ ป๋องแป๋ง ผ่าน (ลง 0)"
"17/8/2569 10:01:59","🎲 แนน ขึ้นเดิมพันเป็น ฿60 · กองรวม ฿960"
"17/8/2569 10:02:29","🎲 ตูน ตาม ฿60 · กองรวม ฿1,020"
"17/8/2569 10:03:43","🎲 ป๋องแป๋ง ตาม ฿60 · กองรวม ฿1,080"
"17/8/2569 10:03:43","🔄 จบรอบลงเงินที่ 3 (฿180) — เปิดรอบลงเงินที่ 4 · กองสะสม ฿1,080 · เริ่มที่ ตูน"
"17/8/2569 10:04:37","🎲 ตูน ขึ้นเดิมพันเป็น ฿80 · กองรวม ฿1,160"
"17/8/2569 10:05:41","🎲 ป๋องแป๋ง ตาม ฿80 · กองรวม ฿1,240"
"17/8/2569 10:06:18","🃏 แนน หมอบการ์ด"
"17/8/2569 10:06:18","🔒 ครบ 4 รอบลงเงินแล้ว — จบมือ — ปิดรับลงเงินอัตโนมัติ (กองรวม ฿1,240)"
"17/8/2569 10:06:45","🏆 จบรอบที่ 41 — ป๋องแป๋ง ฿620 · ตูน ฿620"
"17/8/2569 10:07:11","↩️ ตูน คืนหนี้ แนน ฿400"
"17/8/2569 10:07:22","🟢 เปิดรอบที่ 42 — ลงกองกลางคนละ ฿60 · เริ่มที่ ป๋องแป๋ง"
"17/8/2569 10:08:04","🪙 อาร์ต ลงกองกลาง ฿60 · กองรวม ฿60"
"17/8/2569 10:09:21","🪙 แนน ลงกองกลาง ฿60 · กองรวม ฿120"
"17/8/2569 10:10:16","🪙 บอย ลงกองกลาง ฿60 · กองรวม ฿180"
"17/8/2569 10:10:42","🪙 ตูน ลงกองกลาง ฿60 · กองรวม ฿240"
"17/8/2569 10:11:37","🪙 ป๋องแป๋ง ลงกองกลาง ฿60 · กองรวม ฿300"
"17/8/2569 10:11:37","🎯 ลงกองกลางครบแล้ว (฿300) — เริ่มเดิมพันที่ ป๋องแป๋ง"
"17/8/2569 10:12:02","⏭ ป๋องแป๋ง ผ่าน (ลง 0)"
"17/8/2569 10:12:33","🎲 อาร์ต ขึ้นเดิมพันเป็น ฿60 · กองรวม ฿360"
"17/8/2569 10:13:21","🎲 แนน ตาม ฿60 · กองรวม ฿420"
"17/8/2569 10:14:10","🎲 บอย ตาม ฿60 · กองรวม ฿480"
"17/8/2569 10:15:07","🎲 ตูน ตาม ฿60 · กองรวม ฿540"
"17/8/2569 10:15:47","🃏 ป๋องแป๋ง หมอบการ์ด"
"17/8/2569 10:15:47","🔄 จบรอบลงเงินที่ 1 (฿240) — เปิดรอบลงเงินที่ 2 · กองสะสม ฿540 · เริ่มที่ อาร์ต"
"17/8/2569 10:16:06","⏭ อาร์ต ผ่าน (ลง 0)"
"17/8/2569 10:16:49","⏭ แนน ผ่าน (ลง 0)"
"17/8/2569 10:18:00","⏭ บอย ผ่าน (ลง 0)"
"17/8/2569 10:18:39","⏭ ตูน ผ่าน (ลง 0)"
"17/8/2569 10:18:39","🔄 จบรอบลงเงินที่ 2 (฿0) — เปิดรอบลงเงินที่ 3 · กองสะสม ฿540 · เริ่มที่ อาร์ต"
"17/8/2569 10:19:09","💰 อาร์ต เติมเงิน ฿500"
"17/8/2569 10:20:25","🎲 อาร์ต ขึ้นเดิมพันเป็น ฿40 · กองรวม ฿580"
"17/8/2569 10:20:44","🎲 แนน ตาม ฿40 · กองรวม ฿620"
"17/8/2569 10:21:27","🎲 บอย ขึ้นเดิมพันเป็น ฿100 · กองรวม ฿720"
"17/8/2569 10:22:33","🎲 ตูน ตาม ฿100 · กองรวม ฿820"
"17/8/2569 10:22:42","🎲 อาร์ต ตาม ฿100 (จ่ายเพิ่ม ฿60) · กองรวม ฿880"
"17/8/2569 10:23:14","🎲 แนน ตาม ฿100 (จ่ายเพิ่ม ฿60) · กองรวม ฿940"
"17/8/2569 10:23:14","🔄 จบรอบลงเงินที่ 3 (฿400) — เปิดรอบลงเงินที่ 4 · กองสะสม ฿940 · เริ่มที่ อาร์ต"
"17/8/2569 10:24:19","⏭ อาร์ต ผ่าน (ลง 0)"
"17/8/2569 10:24:39","⏭ แนน ผ่าน (ลง 0)"
"17/8/2569 10:25:57","🎲 บอย ขึ้นเดิมพันเป็น ฿80 · กองรวม ฿1,020"
"17/8/2569 10:26:29","🃏 ตูน หมอบการ์ด"
"17/8/2569 10:27:42","🎲 อาร์ต ตาม ฿80 · กองรวม ฿1,100"
"17/8/2569 10:28:38","🎲 แนน ตาม ฿80 · กองรวม ฿1,180"
"17/8/2569 10:28:38","🔒 ครบ 4 รอบลงเงินแล้ว — จบมือ — ปิดรับลงเงินอัตโนมัติ (กองรวม ฿1,180)"
"17/8/2569 10:29:08","🏆 จบรอบที่ 42 — บอย ฿1,180"
"17/8/2569 10:30:15","🟢 เปิดรอบที่ 43 — ลงกองกลางคนละ ฿60 · เริ่มที่ บอย"
"17/8/2569 10:30:58","🪙 อาร์ต ลงกองกลาง ฿60 · กองรวม ฿60"
"17/8/2569 10:31:38","🪙 แนน ลงกองกลาง ฿60 · กองรวม ฿120"
"17/8/2569 10:32:41","🪙 บอย ลงกองกลาง ฿60 · กองรวม ฿180"
"17/8/2569 10:32:52","🪙 ตูน ลงกองกลาง ฿60 · กองรวม ฿240"
"17/8/2569 10:33:24","🪙 ป๋องแป๋ง ลงกองกลาง ฿60 · กองรวม ฿300"
"17/8/2569 10:33:24","🎯 ลงกองกลางครบแล้ว (฿300) — เริ่มเดิมพันที่ บอย"
"17/8/2569 10:34:07","🎲 บอย ขึ้นเดิมพันเป็น ฿40 · กองรวม ฿340"
"17/8/2569 10:35:09","🎲 ตูน ตาม ฿40 · กองรวม ฿380"
"17/8/2569 10:35:54","🃏 ป๋องแป๋ง หมอบการ์ด"
"17/8/2569 10:36:41","🎲 อาร์ต ขึ้นเดิมพันเป็น ฿140 · กองรวม ฿520"
"17/8/2569 10:36:58","🃏 แนน หมอบการ์ด"
"17/8/2569 10:37:21","🎲 บอย ตาม ฿140 (จ่ายเพิ่ม ฿100) · กองรวม ฿620"
"17/8/2569 10:38:01","🎲 ตูน ตาม ฿140 (จ่ายเพิ่ม ฿100) · กองรวม ฿720"
"17/8/2569 10:38:01","🔄 จบรอบลงเงินที่ 1 (฿420) — เปิดรอบลงเงินที่ 2 · กองสะสม ฿720 · เริ่มที่ บอย"
"17/8/2569 10:39:07","⏭ บอย ผ่าน (ลง 0)"
"17/8/2569 10:39:18","🎲 ตูน ขึ้นเดิมพันเป็น ฿100 · กองรวม ฿820"
"17/8/2569 10:39:52","🎲 อาร์ต ตาม ฿100 · กองรวม ฿920"
"17/8/2569 10:40:49","🎲 บอย ตาม ฿100 · กองรวม ฿1,020"
"17/8/2569 10:40:49","🔄 จบรอบลงเงินที่ 2 (฿300) — เปิดรอบลงเงินที่ 3 · กองสะสม ฿1,020 · เริ่มที่ บอย"
"17/8/2569 10:42:02","⏭ บอย ผ่าน (ลง 0)"
"17/8/2569 10:43:13","⏭ ตูน ผ่าน (ลง 0)"
"17/8/2569 10:45:00","💰 อาร์ต เติมเงิน ฿500"
"17/8/2569 10:45:13","🎲 อาร์ต ขึ้นเดิมพันเป็น ฿40 · กองรวม ฿1,060"
"17/8/2569 10:45:35","🎲 บอย ตาม ฿40 · กองรวม ฿1,100"
"17/8/2569 10:46:26","🃏 ตูน หมอบการ์ด"
"17/8/2569 10:46:26","🔄 จบรอบลงเงินที่ 3 (฿80) — เปิดรอบลงเงินที่ 4 · กองสะสม ฿1,100 · เริ่มที่ บอย"
"17/8/2569 10:47:37","🎲 บอย ขึ้นเดิมพันเป็น ฿100 · กองรวม ฿1,200"
"17/8/2569 10:48:12","🎲 อาร์ต ตาม ฿100 · กองรวม ฿1,300"
"17/8/2569 10:48:12","🔒 ครบ 4 รอบลงเงินแล้ว — จบมือ — ปิดรับลงเงินอัตโนมัติ (กองรวม ฿1,300)"
"17/8/2569 10:49:00","🏆 จบรอบที่ 43 — อาร์ต ฿1,300"
"17/8/2569 10:49:17","💸 อาร์ต โอนเงินให้ ตูน ฿250"
"17/8/2569 10:50:10","↩️ กลับรายการ #887 ฿250 — อาร์ตกดโอนผิดคน"
"17/8/2569 10:50:33","🟢 เปิดรอบที่ 44 — ลงกองกลางคนละ ฿60 · เริ่มที่ อาร์ต"
"17/8/2569 10:51:17","🪙 อาร์ต ลงกองกลาง ฿60 · กองรวม ฿60"
"17/8/2569 10:51:39","🪙 แนน ลงกองกลาง ฿60 · กองรวม ฿120"
"17/8/2569 10:52:00","🪙 บอย ลงกองกลาง ฿60 · กองรวม ฿180"
"17/8/2569 10:52:59","🪙 ตูน ลงกองกลาง ฿60 · กองรวม ฿240"
"17/8/2569 10:53:53","🪙 ป๋องแป๋ง ลงกองกลาง ฿60 · กองรวม ฿300"
"17/8/2569 10:53:53","🎯 ลงกองกลางครบแล้ว (฿300) — เริ่มเดิมพันที่ อาร์ต"
"17/8/2569 10:55:08","⏭ อาร์ต ผ่าน (ลง 0)"
"17/8/2569 10:55:19","⏭ แนน ผ่าน (ลง 0)"
"17/8/2569 10:56:31","🎲 บอย ขึ้นเดิมพันเป็น ฿20 · กองรวม ฿320"
"17/8/2569 10:57:44","🃏 ตูน หมอบการ์ด"
"17/8/2569 10:58:08","🎲 ป๋องแป๋ง ขึ้นเดิมพันเป็น ฿80 · กองรวม ฿400"
"17/8/2569 10:58:48","🎲 อาร์ต ตาม ฿80 · กองรวม ฿480"
"17/8/2569 10:59:13","🎲 แนน ตาม ฿80 · กองรวม ฿560"
"17/8/2569 11:00:09","🎲 บอย ตาม ฿80 (จ่ายเพิ่ม ฿60) · กองรวม ฿620"
"17/8/2569 11:00:09","🔄 จบรอบลงเงินที่ 1 (฿320) — เปิดรอบลงเงินที่ 2 · กองสะสม ฿620 · เริ่มที่ อาร์ต"
"17/8/2569 11:01:03","⏭ อาร์ต ผ่าน (ลง 0)"
"17/8/2569 11:01:44","🎲 แนน ขึ้นเดิมพันเป็น ฿20 · กองรวม ฿640"
"17/8/2569 11:02:58","🎲 บอย ตาม ฿20 · กองรวม ฿660"
"17/8/2569 11:04:01","🎲 ป๋องแป๋ง ตาม ฿20 · กองรวม ฿680"
"17/8/2569 11:04:44","🎲 อาร์ต ตาม ฿20 · กองรวม ฿700"
"17/8/2569 11:04:44","🔄 จบรอบลงเงินที่ 2 (฿80) — เปิดรอบลงเงินที่ 3 · กองสะสม ฿700 · เริ่มที่ อาร์ต"
"17/8/2569 11:05:16","⏭ อาร์ต ผ่าน (ลง 0)"
"17/8/2569 11:06:20","⏭ แนน ผ่าน (ลง 0)"
"17/8/2569 11:06:44","⏭ บอย ผ่าน (ลง 0)"
"17/8/2569 11:07:51","🎲 ป๋องแป๋ง ขึ้นเดิมพันเป็น ฿80 · กองรวม ฿780"
"17/8/2569 11:08:49","🎲 อาร์ต ตาม ฿80 · กองรวม ฿860"
"17/8/2569 11:09:41","🃏 แนน หมอบการ์ด"
"17/8/2569 11:10:57","🎲 บอย ตาม ฿80 · กองรวม ฿940"
"17/8/2569 11:10:57","🔄 จบรอบลงเงินที่ 3 (฿240) — เปิดรอบลงเงินที่ 4 · กองสะสม ฿940 · เริ่มที่ อาร์ต"
"17/8/2569 11:11:08","⏭ อาร์ต ผ่าน (ลง 0)"
"17/8/2569 11:12:20","🎲 บอย ขึ้นเดิมพันเป็น ฿80 · กองรวม ฿1,020"
"17/8/2569 11:12:44","🎲 ป๋องแป๋ง ตาม ฿80 · กองรวม ฿1,100"
"17/8/2569 11:12:55","🎲 อาร์ต ขึ้นเดิมพันเป็น ฿180 · กองรวม ฿1,280"
"17/8/2569 11:13:03","🎲 บอย ตาม ฿180 (จ่ายเพิ่ม ฿100) · กองรวม ฿1,380"
"17/8/2569 11:13:17","🃏 ป๋องแป๋ง หมอบการ์ด"
"17/8/2569 11:13:17","🔒 ครบ 4 รอบลงเงินแล้ว — จบมือ — ปิดรับลงเงินอัตโนมัติ (กองรวม ฿1,380)"
"17/8/2569 11:13:50","🏆 จบรอบที่ 44 — บอย ฿1,380"
"17/8/2569 11:14:15","🟢 เปิดรอบที่ 45 — ลงกองกลางคนละ ฿60 · เริ่มที่ บอย"
"17/8/2569 11:14:30","🪙 อาร์ต ลงกองกลาง ฿60 · กองรวม ฿60"
"17/8/2569 11:15:15","🪙 แนน ลงกองกลาง ฿60 · กองรวม ฿120"
"17/8/2569 11:15:54","🪙 บอย ลงกองกลาง ฿60 · กองรวม ฿180"
"17/8/2569 11:16:13","🪙 ตูน ลงกองกลาง ฿60 · กองรวม ฿240"
"17/8/2569 11:16:33","💤 ป๋องแป๋ง ไม่ลงกองกลาง — พักรอบนี้"
"17/8/2569 11:16:33","🎯 ลงกองกลางครบแล้ว (฿240) — เริ่มเดิมพันที่ บอย"
"17/8/2569 11:17:09","🎲 บอย ขึ้นเดิมพันเป็น ฿20 · กองรวม ฿260"
"17/8/2569 11:18:00","🎲 ตูน ตาม ฿20 · กองรวม ฿280"
"17/8/2569 11:18:46","🎲 อาร์ต ตาม ฿20 · กองรวม ฿300"
"17/8/2569 11:19:33","🎲 แนน ขึ้นเดิมพันเป็น ฿60 · กองรวม ฿360"
"17/8/2569 11:19:59","🎲 บอย ตาม ฿60 (จ่ายเพิ่ม ฿40) · กองรวม ฿400"
"17/8/2569 11:21:16","🃏 ตูน หมอบการ์ด"
"17/8/2569 11:22:30","🃏 อาร์ต หมอบการ์ด"
"17/8/2569 11:22:30","🔄 จบรอบลงเงินที่ 1 (฿160) — เปิดรอบลงเงินที่ 2 · กองสะสม ฿400 · เริ่มที่ บอย"
"17/8/2569 11:23:16","⏭ บอย ผ่าน (ลง 0)"
"17/8/2569 11:23:36","⏭ แนน ผ่าน (ลง 0)"
"17/8/2569 11:23:36","🔄 จบรอบลงเงินที่ 2 (฿0) — เปิดรอบลงเงินที่ 3 · กองสะสม ฿400 · เริ่มที่ บอย"
"17/8/2569 11:24:03","⏭ บอย ผ่าน (ลง 0)"
"17/8/2569 11:24:43","⏭ แนน ผ่าน (ลง 0)"
"17/8/2569 11:24:43","🔄 จบรอบลงเงินที่ 3 (฿0) — เปิดรอบลงเงินที่ 4 · กองสะสม ฿400 · เริ่มที่ บอย"
"17/8/2569 11:25:20","🎲 บอย ขึ้นเดิมพันเป็น ฿80 · กองรวม ฿480"
"17/8/2569 11:26:30","🎲 แนน ตาม ฿80 · กองรวม ฿560"
"17/8/2569 11:26:30","🔒 ครบ 4 รอบลงเงินแล้ว — จบมือ — ปิดรับลงเงินอัตโนมัติ (กองรวม ฿560)"
"17/8/2569 11:26:41","🏆 จบรอบที่ 45 — แนน ฿560"
"17/8/2569 11:26:49","🟢 เปิดรอบที่ 46 — ลงกองกลางคนละ ฿60 · เริ่มที่ แนน"
"17/8/2569 11:27:41","🪙 อาร์ต ลงกองกลาง ฿60 · กองรวม ฿60"
"17/8/2569 11:28:02","🪙 แนน ลงกองกลาง ฿60 · กองรวม ฿120"
"17/8/2569 11:28:38","🪙 บอย ลงกองกลาง ฿60 · กองรวม ฿180"
"17/8/2569 11:28:57","🪙 ตูน ลงกองกลาง ฿60 · กองรวม ฿240"
"17/8/2569 11:29:08","🪙 ป๋องแป๋ง ลงกองกลาง ฿60 · กองรวม ฿300"
"17/8/2569 11:29:08","🎯 ลงกองกลางครบแล้ว (฿300) — เริ่มเดิมพันที่ แนน"
"17/8/2569 11:29:25","🎲 แนน ขึ้นเดิมพันเป็น ฿80 · กองรวม ฿380"
"17/8/2569 11:30:21","🎲 บอย ตาม ฿80 · กองรวม ฿460"
"17/8/2569 11:31:39","🎲 ตูน ตาม ฿80 · กองรวม ฿540"
"17/8/2569 11:32:18","🎲 ป๋องแป๋ง ตาม ฿80 · กองรวม ฿620"
"17/8/2569 11:33:34","🎲 อาร์ต ตาม ฿80 · กองรวม ฿700"
"17/8/2569 11:33:34","🔄 จบรอบลงเงินที่ 1 (฿400) — เปิดรอบลงเงินที่ 2 · กองสะสม ฿700 · เริ่มที่ แนน"
"17/8/2569 11:33:51","⏭ แนน ผ่าน (ลง 0)"
"17/8/2569 11:34:11","⏭ บอย ผ่าน (ลง 0)"
"17/8/2569 11:35:10","🎲 ตูน ขึ้นเดิมพันเป็น ฿80 · กองรวม ฿780"
"17/8/2569 11:35:49","🎲 ป๋องแป๋ง ตาม ฿80 · กองรวม ฿860"
"17/8/2569 11:36:52","🎲 อาร์ต ตาม ฿80 · กองรวม ฿940"
"17/8/2569 11:38:05","🃏 แนน หมอบการ์ด"
"17/8/2569 11:38:58","🎲 บอย ตาม ฿80 · กองรวม ฿1,020"
"17/8/2569 11:38:58","🔄 จบรอบลงเงินที่ 2 (฿320) — เปิดรอบลงเงินที่ 3 · กองสะสม ฿1,020 · เริ่มที่ อาร์ต"
"17/8/2569 11:39:09","⏭ อาร์ต ผ่าน (ลง 0)"
"17/8/2569 11:40:03","⏭ บอย ผ่าน (ลง 0)"
"17/8/2569 11:40:50","🎲 ตูน ขึ้นเดิมพันเป็น ฿40 · กองรวม ฿1,060"
"17/8/2569 11:41:01","🎲 ป๋องแป๋ง ตาม ฿40 · กองรวม ฿1,100"
"17/8/2569 11:41:47","🎲 อาร์ต ตาม ฿40 · กองรวม ฿1,140"
"17/8/2569 11:42:15","🎲 บอย ตาม ฿40 · กองรวม ฿1,180"
"17/8/2569 11:42:15","🔄 จบรอบลงเงินที่ 3 (฿160) — เปิดรอบลงเงินที่ 4 · กองสะสม ฿1,180 · เริ่มที่ อาร์ต"
"17/8/2569 11:43:32","🎲 อาร์ต ขึ้นเดิมพันเป็น ฿100 · กองรวม ฿1,280"
"17/8/2569 11:43:45","🎲 บอย ขึ้นเดิมพันเป็น ฿140 · กองรวม ฿1,420"
"17/8/2569 11:44:58","🃏 ตูน หมอบการ์ด"
"17/8/2569 11:46:06","🎲 ป๋องแป๋ง ตาม ฿140 · กองรวม ฿1,560"
"17/8/2569 11:47:01","🎲 อาร์ต ตาม ฿140 (จ่ายเพิ่ม ฿40) · กองรวม ฿1,600"
"17/8/2569 11:47:01","🔒 ครบ 4 รอบลงเงินแล้ว — จบมือ — ปิดรับลงเงินอัตโนมัติ (กองรวม ฿1,600)"
"17/8/2569 11:48:16","🏆 จบรอบที่ 46 — บอย ฿800 · ป๋องแป๋ง ฿800"
"17/8/2569 11:48:46","👑 โอนสิทธิ์ Admin จาก บอย ให้ อาร์ต — มงกุฎย้ายไปที่ อาร์ต แล้ว"
"17/8/2569 11:49:47","🟢 เปิดรอบที่ 47 — ลงกองกลางคนละ ฿60 · เริ่มที่ บอย"
"17/8/2569 11:50:48","🪙 อาร์ต ลงกองกลาง ฿60 · กองรวม ฿60"
"17/8/2569 11:51:21","🪙 แนน ลงกองกลาง ฿60 · กองรวม ฿120"
"17/8/2569 11:51:57","🪙 บอย ลงกองกลาง ฿60 · กองรวม ฿180"
"17/8/2569 11:52:13","🪙 ตูน ลงกองกลาง ฿60 · กองรวม ฿240"
"17/8/2569 11:53:05","🪙 ป๋องแป๋ง ลงกองกลาง ฿60 · กองรวม ฿300"
"17/8/2569 11:53:05","🎯 ลงกองกลางครบแล้ว (฿300) — เริ่มเดิมพันที่ บอย"
"17/8/2569 11:53:25","🎲 บอย ขึ้นเดิมพันเป็น ฿40 · กองรวม ฿340"
"17/8/2569 11:54:36","🎲 ตูน ตาม ฿40 · กองรวม ฿380"
"17/8/2569 11:55:27","🎲 ป๋องแป๋ง ขึ้นเดิมพันเป็น ฿120 · กองรวม ฿500"
"17/8/2569 11:56:07","🃏 อาร์ต หมอบการ์ด"
"17/8/2569 11:56:39","🎲 แนน ตาม ฿120 · กองรวม ฿620"
"17/8/2569 11:57:36","🎲 บอย ตาม ฿120 (จ่ายเพิ่ม ฿80) · กองรวม ฿700"
"17/8/2569 11:58:18","🎲 ตูน ตาม ฿120 (จ่ายเพิ่ม ฿80) · กองรวม ฿780"
"17/8/2569 11:58:18","🔄 จบรอบลงเงินที่ 1 (฿480) — เปิดรอบลงเงินที่ 2 · กองสะสม ฿780 · เริ่มที่ บอย"
"17/8/2569 11:59:02","⏭ บอย ผ่าน (ลง 0)"
